,Client,Municipal Decision,Subject,Position,Narrative,City Official
155,Strada Investment Group,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,"City Center T-5/6 Project (Clay Street, 11th, and 12th Streets)","Sheng Thao, Council Member, District 4"
156,Strada Investment Group,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,"City Center T-5/6 Project (Clay Street, 11th, and 12th Streets)","Noel Gallo, Council Member, District 5"
157,Strada Investment Group,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,"City Center T-5/6 Project (Clay Street, 11th, and 12th Streets)","Loren Taylor, Council Member, District 6"
158,Strada Investment Group,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,"City Center T-5/6 Project (Clay Street, 11th, and 12th Streets)","Larry Reid, Council Member, District 7"
159,"Revel Transit, Inc.",Information only,Transportation,Informational meeting,Proposal/Offer to assist with deliver food to seniors & others impacted by  Covid.,Economic & Workforce Development Department - Urban Economic Analyst
160,"Lyft, Inc.","Other Permits, Administrative Decisions",Transportation,Support,E-Bike agreement and bikeshare,Office of the Mayor - Director of Transportation Policy
161,"Lyft, Inc.","Other Permits, Administrative Decisions",Transportation,Support,E-Bike agreement and bikeshare,Department of Transportation - Transportation Planner
162,Tobacco Free Kids Action Fund,"Ordinance, Policy, or Other Legislative Matter",Health,Support,Flavored Tobacco Loophole Municipal Code Amendments - letter to all City Council Members.,"Libby Schaaf, Mayor"
163,The Clorox Company,"Ordinance, Policy, or Other Legislative Matter",Other,Informational meeting,Receive information on proposed Equitable Business Tax proposal being put forth and considered by the Oakland City Council,"Nikki Fortunato Bas, Council Member, District 2"
164,Hospital Council Northern & Central California,"Ordinance, Policy, or Other Legislative Matter",Health,Policy development,Exclusion of hospitals from COVID-19 extended paid leave requirement on employers with 500+ employees.,"Sheng Thao, Council Member, District 4"
165,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Nikki Fortunato Bas, Council Member, District 2"
166,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Noel Gallo, Council Member, District 5"
167,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Lynette Gibson McElhaney, Council Member, District 3"
168,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Dan Kalb, Council Member, District 1"
169,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Rebecca Kaplan, Council Member, At-Large"
170,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Barbara Parker, City Attorney"
171,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Larry Reid, Council Member, District 7"
172,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Libby Schaaf, Mayor"
173,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Loren Taylor, Council Member, District 6"
174,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Sheng Thao, Council Member, District 4"
175,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Ces Butner, Board of Port"
176,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Andreas Cluver, Board of Port"
177,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Amanda Monchamp, City Planning Commission"
178,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Barbara Leslie, Board of Port"
179,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Arabella Martinez, Board of Port"
180,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"YuiHay Lee, Board of Port"
181,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Michael Colbruno, Board of Port"
182,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Joan Story, Board of Port"
183,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Nischit Hegde, City Planning Commission"
184,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Sahar Shirazi, City Planning Commission"
185,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Clark Manus, City Planning Commission"
186,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Tom Limon, City Planning Commission"
187,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Administrator's Office - Assistant City Administrator
188,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Oakland Parks, Recreation and Youth Development - Director of Parks & Recreation"
189,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,OAKLAND - ALAMEDA COLISEUM JPA COMMISSION - City Planning Commission
190,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Department of Transportation - Director of Transportation
191,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Race and Equity Department - Director of Race and Equity
192,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Oakland Public Works - Director of Public Works
193,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Administrator's Office - City Administrator
194,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Administrator's Office - Deputy City Administrator - Real Estate & Major Projects
195,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Office of the City Attorney - City Attorney
196,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Planning & Building Department - Director of Planning & Building
197,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Administrator's Office - Deputy City Administrator
