,Client,Municipal Decision,Subject,Position,Narrative,office_name,official_name
156,Strada Investment Group,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,"City Center T-5/6 Project (Clay Street, 11th, and 12th Streets)","Council Member, District 5",Noel Gallo
157,Strada Investment Group,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,"City Center T-5/6 Project (Clay Street, 11th, and 12th Streets)","Council Member, District 6",Loren Taylor
158,Strada Investment Group,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,"City Center T-5/6 Project (Clay Street, 11th, and 12th Streets)","Council Member, District 7",Larry Reid
159,"Revel Transit, Inc.",Information only,Transportation,Informational meeting,Proposal/Offer to assist with deliver food to seniors & others impacted by  Covid.,Economic & Workforce Development Department - Urban Economic Analyst,
160,"Lyft, Inc.","Other Permits, Administrative Decisions",Transportation,Support,E-Bike agreement and bikeshare,Office of the Mayor - Director of Transportation Policy,
161,"Lyft, Inc.","Other Permits, Administrative Decisions",Transportation,Support,E-Bike agreement and bikeshare,Department of Transportation - Transportation Planner,
162,Tobacco Free Kids Action Fund,"Ordinance, Policy, or Other Legislative Matter",Health,Support,Flavored Tobacco Loophole Municipal Code Amendments - letter to all City Council Members.,Mayor,Libby Schaaf
163,The Clorox Company,"Ordinance, Policy, or Other Legislative Matter",Other,Informational meeting,Receive information on proposed Equitable Business Tax proposal being put forth and considered by the Oakland City Council,"Council Member, District 2",Nikki Fortunato Bas
164,Hospital Council Northern & Central California,"Ordinance, Policy, or Other Legislative Matter",Health,Policy development,Exclusion of hospitals from COVID-19 extended paid leave requirement on employers with 500+ employees.,"Council Member, District 4",Sheng Thao
165,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Council Member, District 2",Nikki Fortunato Bas
166,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Council Member, District 5",Noel Gallo
167,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Council Member, District 3",Lynette Gibson McElhaney
168,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Council Member, District 1",Dan Kalb
169,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Council Member, At-Large",Rebecca Kaplan
170,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Attorney,Barbara Parker
171,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Council Member, District 7",Larry Reid
172,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Mayor,Libby Schaaf
173,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Council Member, District 6",Loren Taylor
174,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,"Council Member, District 4",Sheng Thao
175,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Board of Port,Ces Butner
176,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Board of Port,Andreas Cluver
177,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Planning Commission,Amanda Monchamp
178,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Board of Port,Barbara Leslie
179,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Board of Port,Arabella Martinez
180,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Board of Port,YuiHay Lee
181,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Board of Port,Michael Colbruno
182,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Board of Port,Joan Story
183,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Planning Commission,Nischit Hegde
184,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Planning Commission,Sahar Shirazi
185,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Planning Commission,Clark Manus
186,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Planning Commission,Tom Limon
187,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Administrator's Office - Assistant City Administrator,
188,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Recreation and Youth Development - Director of Parks & Recreation,Oakland Parks
189,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,OAKLAND - ALAMEDA COLISEUM JPA COMMISSION - City Planning Commission,
190,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Department of Transportation - Director of Transportation,
191,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Race and Equity Department - Director of Race and Equity,
192,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Oakland Public Works - Director of Public Works,
193,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Administrator's Office - City Administrator,
194,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Administrator's Office - Deputy City Administrator - Real Estate & Major Projects,
195,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Office of the City Attorney - City Attorney,
196,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Planning & Building Department - Director of Planning & Building,
197,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,City Administrator's Office - Deputy City Administrator,
198,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site,Senior,Office of the City Attorney - Deputy City Attorney IV
